icon_id,glyph,unicode,name,status,file,line,context,position,i18n_key,snippet
I069,→,U+2192,,keep_text,languages/k2_en.csv,6,i18n,กลางข้อความ,ui.ai.aiChatRAGUse,ai chat: RAG ใช้ไม่ได้ → ถามตรง ๆ
I086,✨,U+2728,magic,need_svg,languages/k2_en.csv,9,i18n,นำหน้าข้อความ,ui.ai.assistantTitle,✨ AI writing assistant
I069,→,U+2192,,keep_text,languages/k2_en.csv,13,i18n,กลางข้อความ,ui.ai.cantSettingsAPIKey,ยังไม่ได้ตั้งค่า API key (ไฟล์ → ตั้งค่า AI)
I143,🎭,U+1F3AD,mask,need_svg,languages/k2_en.csv,22,i18n,นำหน้าข้อความ,ui.ai.consistTitle,🎭 Consistency check —
I143,🎭,U+1F3AD,mask,need_svg,languages/k2_en.csv,23,i18n,นำหน้าข้อความ,ui.ai.consistWorking,🎭 Checking consistency…
I082,💬,U+1F4AC,chat,has_svg,languages/k2_en.csv,30,i18n,นำหน้าข้อความ,ui.ai.dialogueTitle,💬 Generate dialogue
I072,❌,U+274C,x,has_svg,languages/k2_en.csv,36,i18n,นำหน้าข้อความ,ui.ai.errorMark,❌ Something went wrong
I074,⚠,U+26A0,error,has_svg,languages/k2_en.csv,49,i18n,นำหน้าข้อความ,ui.ai.hasRoundCallAI,⚠ มี {0} รอบที่เรียก AI ไม่สำเร็จ
I107,📥,U+1F4E5,import,need_svg,languages/k2_en.csv,52,i18n,นำหน้าข้อความ,ui.ai.insert,📥 แทรก
I107,📥,U+1F4E5,import,need_svg,languages/k2_en.csv,55,i18n,นำหน้าข้อความ,ui.ai.insertScene,📥 แทรกลงฉาก
I072,❌,U+274C,x,has_svg,languages/k2_en.csv,60,i18n,นำหน้าข้อความ,ui.ai.needBothChars,❌ Enter both character names
I069,→,U+2192,,keep_text,languages/k2_en.csv,61,i18n,กลางข้อความ,ui.ai.needSetup,Set up AI first: File → AI settings
I077,▶,U+25B6,play,need_svg,languages/k2_en.csv,62,i18n,นำหน้าข้อความ,ui.ai.new,▶ สร้าง
I099,✅,U+2705,check-circle,need_svg,languages/k2_en.csv,64,i18n,นำหน้าข้อความ,ui.ai.noInconsist,✅ No inconsistencies found
I099,✅,U+2705,check-circle,need_svg,languages/k2_en.csv,65,i18n,นำหน้าข้อความ,ui.ai.noPlotHoles,✅ No plot holes found
I079,🔍,U+1F50D,search,has_svg,languages/k2_en.csv,80,i18n,นำหน้าข้อความ,ui.ai.plotTitle,🔍 Plot hole check
I079,🔍,U+1F50D,search,has_svg,languages/k2_en.csv,81,i18n,นำหน้าข้อความ,ui.ai.plotWorking,🔍 Checking for plot holes…
I072,❌,U+274C,x,has_svg,languages/k2_en.csv,83,i18n,นำหน้าข้อความ,ui.ai.readFail,❌ Could not read file:
I077,▶,U+25B6,play,need_svg,languages/k2_en.csv,84,i18n,นำหน้าข้อความ,ui.ai.result,▶ ประมวลผล
I107,📥,U+1F4E5,import,need_svg,languages/k2_en.csv,89,i18n,นำหน้าข้อความ,ui.ai.saveWiki,📥 บันทึกลง Wiki
I111,📎,U+1F4CE,paperclip,need_svg,languages/k2_en.csv,94,i18n,นำหน้าข้อความ,ui.ai.sources,📎 Sources:
I259,🌍,U+1F30D,globe,has_svg,languages/k2_en.csv,116,i18n,นำหน้าข้อความ,ui.ai.worldTitle,🌍 World builder
I069,→,U+2192,,keep_text,languages/k2_en.csv,260,i18n,กลางข้อความ,ui.aia.runRange,{0} → {1} · {2} in a row
I069,→,U+2192,,keep_text,languages/k2_en.csv,331,i18n,กลางข้อความ,ui.aia.toolCheckFindWord,เครื่องมือ → ตรวจหาคำซ้ำ · AI → ตรวจ Plot Hole · AI → ตรวจความสอดคล้อง
I069,→,U+2192,,keep_text,languages/k2_en.csv,331,i18n,กลางข้อความ,ui.aia.toolCheckFindWord,เครื่องมือ → ตรวจหาคำซ้ำ · AI → ตรวจ Plot Hole · AI → ตรวจความสอดคล้อง
I069,→,U+2192,,keep_text,languages/k2_en.csv,331,i18n,กลางข้อความ,ui.aia.toolCheckFindWord,เครื่องมือ → ตรวจหาคำซ้ำ · AI → ตรวจ Plot Hole · AI → ตรวจความสอดคล้อง
I146,⚡,U+26A1,zap,need_svg,languages/k2_en.csv,471,i18n,นำหน้าข้อความ,ui.aiChatPanel.actCmdOk,⚡ ลงมือทำ {0} คำสั่ง — สำเร็จ {1}/{2}
I074,⚠,U+26A0,error,has_svg,languages/k2_en.csv,481,i18n,นำหน้าข้อความ,ui.aiChatPanel.aIDelProject,⚠ AI ขอลบของในโปรเจกต์:
I107,📥,U+1F4E5,import,need_svg,languages/k2_en.csv,484,i18n,นำหน้าข้อความ,ui.aiChatPanel.arrangeKeep,📥 จัดเก็บ
I104,🤖,U+1F916,bot,has_svg,languages/k2_en.csv,488,i18n,นำหน้าข้อความ,ui.aiChatPanel.assistant,🤖 ผู้ช่วย
I069,→,U+2192,,keep_text,languages/k2_en.csv,490,i18n,กลางข้อความ,ui.aiChatPanel.btnSendSetFile,ปุ่มส่งตั้งได้ที่ ไฟล์ → ตั้งค่า AI
I146,⚡,U+26A1,zap,need_svg,languages/k2_en.csv,491,i18n,นำหน้าข้อความ,ui.aiChatPanel.busyAct,⚡ กำลังลงมือทำ
I104,🤖,U+1F916,bot,has_svg,languages/k2_en.csv,492,i18n,นำหน้าข้อความ,ui.aiChatPanel.busyThink,🤖 กำลังคิด…
I104,🤖,U+1F916,bot,has_svg,languages/k2_en.csv,493,i18n,นำหน้าข้อความ,ui.aiChatPanel.busyThinkNext,🤖 กำลังคิดต่อ…
I072,❌,U+274C,x,has_svg,languages/k2_en.csv,498,i18n,นำหน้าข้อความ,ui.aiChatPanel.cantSettingsProviderAI,❌ ยังไม่ได้ตั้งค่าผู้ให้บริการ AI — ไฟล์ → ตั้งค่า AI
I069,→,U+2192,,keep_text,languages/k2_en.csv,498,i18n,กลางข้อความ,ui.aiChatPanel.cantSettingsProviderAI,❌ ยังไม่ได้ตั้งค่าผู้ให้บริการ AI — ไฟล์ → ตั้งค่า AI
I095,✎,U+270E,edit,has_svg,languages/k2_en.csv,499,i18n,นำหน้าข้อความ,ui.aiChatPanel.changeName,✎ เปลี่ยนชื่อ
I146,⚡,U+26A1,zap,need_svg,languages/k2_en.csv,508,i18n,นำหน้าข้อความ,ui.aiChatPanel.cmdAct,⚡ คำสั่งที่ลงมือทำ (
I260,↗,U+2197,link-external,need_svg,languages/k2_en.csv,511,i18n,นำหน้าข้อความ,ui.aiChatPanel.copyMarkdown,↗ แชร์ (คัดลอกเป็น Markdown)
I075,🗑,U+1F5D1,trash,has_svg,languages/k2_en.csv,524,i18n,นำหน้าข้อความ,ui.aiChatPanel.delSession2,🗑 ลบเซสชันนี้
I090,📤,U+1F4E4,export,need_svg,languages/k2_en.csv,529,i18n,นำหน้าข้อความ,ui.aiChatPanel.exitArrangeKeep,📤 เอาออกจากที่จัดเก็บ
I185,✍,U+270D,pen,need_svg,languages/k2_en.csv,531,i18n,นำหน้าข้อความ,ui.aiChatPanel.helpWriteNewEdit,✍ ช่วยเขียน — สร้าง/แก้ เล่ม บท ฉาก เอนทิตี้ ได้จริง (ลบไม่ได้)
I105,🧠,U+1F9E0,brain,has_svg,languages/k2_en.csv,533,i18n,นำหน้าข้อความ,ui.aiChatPanel.ideaModel,🧠 ความคิดของโมเดล
I087,➕,U+2795,plus,has_svg,languages/k2_en.csv,548,i18n,กลางข้อความ,ui.aiChatPanel.notHasSessionPress,"ยังไม่มีเซสชัน — กด """"➕ เซสชันใหม่"""" เพื่อเริ่มคุย"
I076,📖,U+1F4D6,book-open,has_svg,languages/k2_en.csv,552,i18n,นำหน้าข้อความ,ui.aiChatPanel.plannerReadProjectNot,📖 วางแผน — อ่านโปรเจกต์ได้ แต่ไม่แตะไฟล์
I118,↻,U+21BB,refresh,need_svg,languages/k2_en.csv,556,i18n,นำหน้าข้อความ,ui.aiChatPanel.restartClearDialogue,↻ เริ่มใหม่ (ล้างบทสนทนา)
I096,↩,U+21A9,return,need_svg,languages/k2_en.csv,559,i18n,นำหน้าข้อความ,ui.aiChatPanel.resultCmdSendBack,↩ ผลคำสั่งที่ส่งกลับให้โมเดล
I087,➕,U+2795,plus,has_svg,languages/k2_en.csv,568,i18n,นำหน้าข้อความ,ui.aiChatPanel.sessionNew,➕ เซสชันใหม่
I091,⚙,U+2699,cog,has_svg,languages/k2_en.csv,577,i18n,นำหน้าข้อความ,ui.aiChatPanel.systemPromptSendRound,⚙ system prompt ที่ส่งไปรอบนี้
I074,⚠,U+26A0,error,has_svg,languages/k2_en.csv,583,i18n,นำหน้าข้อความ,ui.aiChatPanel.unlockFullAIDel,⚠ ปลดล็อกเต็มที่ — AI ลบของได้เองโดยไม่ถาม
I135,🔓,U+1F513,lock-open,has_svg,languages/k2_en.csv,584,i18n,นำหน้าข้อความ,ui.aiChatPanel.unlockFullDoAll,🔓 ปลดล็อกเต็มที่ — ทำได้ทุกอย่างรวมทั้งลบ (ของไปถังขยะ กู้คืนได้)
I087,➕,U+2795,plus,has_svg,languages/k2_en.csv,665,i18n,นำหน้าข้อความ,ui.aiProvider.add,➕ เพิ่ม
I087,➕,U+2795,plus,has_svg,languages/k2_en.csv,666,i18n,นำหน้าข้อความ,ui.aiProvider.addProvider,➕ เพิ่มผู้ให้บริการ
I069,→,U+2192,,keep_text,languages/k2_en.csv,678,i18n,กลางข้อความ,ui.aiProvider.cantSettingsProviderAI,ยังไม่ได้ตั้งค่าผู้ให้บริการ AI (ไฟล์ → ตั้งค่า AI)
I095,✎,U+270E,edit,has_svg,languages/k2_en.csv,685,i18n,นำหน้าข้อความ,ui.aiProvider.edit,✎ แก้ไข
I095,✎,U+270E,edit,has_svg,languages/k2_en.csv,686,i18n,นำหน้าข้อความ,ui.aiProvider.editProvider,✎ แก้ไขผู้ให้บริการ
I087,➕,U+2795,plus,has_svg,languages/k2_en.csv,699,i18n,กลางข้อความ,ui.aiProvider.notHasProviderPress,ยังไม่มีผู้ให้บริการ — กด ➕ เพิ่ม แล้วกรอกชื่อ · Credential · เลือกโมเดล · ตั้งพารามิเตอร์
I099,✅,U+2705,check-circle,need_svg,languages/k2_en.csv,704,i18n,นำหน้าข้อความ,ui.aiProvider.saveCredentialDoneKey,✅ บันทึก Credential แล้ว (คีย์เก็บแยกที่
I211,🔌,U+1F50C,plug,need_svg,languages/k2_en.csv,708,i18n,นำหน้าข้อความ,ui.aiProvider.testConnect,🔌 ทดสอบการเชื่อมต่อ
I072,❌,U+274C,x,has_svg,languages/k2_en.csv,756,i18n,นำหน้าข้อความ,ui.aiSet.aICantPickProvider,❌ AI: ยังไม่ได้เลือกผู้ให้บริการ (ไฟล์ → ตั้งค่า AI)
I069,→,U+2192,,keep_text,languages/k2_en.csv,756,i18n,กลางข้อความ,ui.aiSet.aICantPickProvider,❌ AI: ยังไม่ได้เลือกผู้ให้บริการ (ไฟล์ → ตั้งค่า AI)
I099,✅,U+2705,check-circle,need_svg,languages/k2_en.csv,757,i18n,นำหน้าข้อความ,ui.aiSet.aIConnectOk,✅ AI: เชื่อมต่อสำเร็จ
I072,❌,U+274C,x,has_svg,languages/k2_en.csv,759,i18n,นำหน้าข้อความ,ui.aiSet.aITestFail,❌ AI: ทดสอบล้มเหลว
I069,→,U+2192,,keep_text,languages/k2_en.csv,761,i18n,กลางข้อความ,ui.aiSet.cantPickModelFile,""""" ยังไม่ได้เลือกโมเดล (ไฟล์ → ตั้งค่า AI)"
I069,→,U+2192,,keep_text,languages/k2_en.csv,762,i18n,กลางข้อความ,ui.aiSet.cantPickProviderAI,ยังไม่ได้เลือกผู้ให้บริการ AI (ไฟล์ → ตั้งค่า AI)
I072,❌,U+274C,x,has_svg,languages/k2_en.csv,763,i18n,นำหน้าข้อความ,ui.aiSet.cantSettingsAIFile,❌ ยังไม่ได้ตั้งค่า AI — ไฟล์ → ตั้งค่า AI
I069,→,U+2192,,keep_text,languages/k2_en.csv,763,i18n,กลางข้อความ,ui.aiSet.cantSettingsAIFile,❌ ยังไม่ได้ตั้งค่า AI — ไฟล์ → ตั้งค่า AI
I072,❌,U+274C,x,has_svg,languages/k2_en.csv,764,i18n,นำหน้าข้อความ,ui.aiSet.connectAICant,❌ เชื่อมต่อ AI ไม่ได้:
I069,→,U+2192,,keep_text,languages/k2_en.csv,773,i18n,กลางข้อความ,ui.aiSet.settingsAIFileSettings,ตั้งค่า AI ที่ ไฟล์ → ตั้งค่า AI ก่อน
I211,🔌,U+1F50C,plug,need_svg,languages/k2_en.csv,774,i18n,นำหน้าข้อความ,ui.aiSet.testConnect,🔌 ทดสอบเชื่อมต่อ
I104,🤖,U+1F916,bot,has_svg,languages/k2_en.csv,776,i18n,นำหน้าข้อความ,ui.aiSum.aISummaryBody,🤖 AI สรุปเนื้อหา
I104,🤖,U+1F916,bot,has_svg,languages/k2_en.csv,777,i18n,นำหน้าข้อความ,ui.aiSum.aISummaryBody2,🤖 AI สรุปเนื้อหา —
I084,📌,U+1F4CC,pin,need_svg,languages/k2_en.csv,796,i18n,นำหน้าข้อความ,ui.aiSum.resultSave,📌 ผลที่บันทึกไว้เมื่อ
I122,🕘,U+1F558,history,has_svg,languages/k2_en.csv,800,i18n,นำหน้าข้อความ,ui.aiSum.suggestBeforePage,🕘 เคยแนะนำไว้ก่อนหน้า
I086,✨,U+2728,magic,need_svg,languages/k2_en.csv,801,i18n,นำหน้าข้อความ,ui.aiSum.suggestName,✨ แนะนำชื่อ{0}
I086,✨,U+2728,magic,need_svg,languages/k2_en.csv,802,i18n,นำหน้าข้อความ,ui.aiSum.suggestName2,"✨ แนะนำชื่อ{0} — """"{1}"""""
I089,🔄,U+1F504,refresh,need_svg,languages/k2_en.csv,810,i18n,นำหน้าข้อความ,ui.aiSum.summaryNew,🔄 สรุปใหม่
I089,🔄,U+1F504,refresh,need_svg,languages/k2_en.csv,811,i18n,นำหน้าข้อความ,ui.aiSum.tryNew,🔄 ลองใหม่
I086,✨,U+2728,magic,need_svg,languages/k2_en.csv,818,i18n,นำหน้าข้อความ,ui.aiSyn.busyAIWrite,✨ กำลังให้ AI เขียน
I086,✨,U+2728,magic,need_svg,languages/k2_en.csv,821,i18n,นำหน้าข้อความ,ui.aiSyn.fill,✨ เติม
I069,→,U+2192,,keep_text,languages/k2_en.csv,832,i18n,กลางข้อความ,ui.aiTools.changeNameChapter2,"เปลี่ยนชื่อบท """"{0}"""" → """"{1}"""""
I069,→,U+2192,,keep_text,languages/k2_en.csv,834,i18n,กลางข้อความ,ui.aiTools.changeNameScene2,"เปลี่ยนชื่อฉาก """"{0}"""" → """"{1}"""""
I074,⚠,U+26A0,error,has_svg,languages/k2_en.csv,841,i18n,นำหน้าข้อความ,ui.aiTools.del,⚠ ลบของ
I069,→,U+2192,,keep_text,languages/k2_en.csv,878,i18n,กลางข้อความ,ui.aiTools.viewStructureProjectBook,ดูโครงสร้างทั้งโปรเจกต์ (เล่ม → บท → ฉาก) และรายชื่อเอนทิตี้ใน Wiki
I069,→,U+2192,,keep_text,languages/k2_en.csv,878,i18n,กลางข้อความ,ui.aiTools.viewStructureProjectBook,ดูโครงสร้างทั้งโปรเจกต์ (เล่ม → บท → ฉาก) และรายชื่อเอนทิตี้ใน Wiki
I262,📗,U+1F4D7,book,has_svg,languages/k2_en.csv,968,i18n,นำหน้าข้อความ,ui.app.addBookNew,📗 เพิ่มเล่มใหม่…
I200,▤,U+25A4,page-break,need_svg,languages/k2_en.csv,989,i18n,นำหน้าข้อความ,ui.app.back,▤ กลับไปฟอร์ม
I071,📄,U+1F4C4,file,has_svg,languages/k2_en.csv,991,i18n,นำหน้าข้อความ,ui.app.backSceneNormalMerge,📄 กลับเป็นฉากปกติ (รวมตอนส่งออก)
I096,↩,U+21A9,return,need_svg,languages/k2_en.csv,992,i18n,นำหน้าข้อความ,ui.app.backVersionLatestSave,↩ กลับไปยังเวอร์ชันล่าสุดที่บันทึก
I094,📁,U+1F4C1,folder,has_svg,languages/k2_en.csv,996,i18n,นำหน้าข้อความ,ui.app.bindCardDocProject,📁 ผูกการ์ดกับเอกสารในโปรเจกต์
I079,🔍,U+1F50D,search,has_svg,languages/k2_en.csv,999,i18n,นำหน้าข้อความ,ui.app.boardItemHideItem,🔍 กระดาน {0} ใบถูกซ่อนด้วยตัวกรอง — ล้างช่องค้นหาเพื่อดูทั้งหมด
I083,📋,U+1F4CB,clipboard,has_svg,languages/k2_en.csv,1002,i18n,นำหน้าข้อความ,ui.app.boardPlanner2,📋 กระดานวางแผน ({0})
I083,📋,U+1F4CB,clipboard,has_svg,languages/k2_en.csv,1004,i18n,นำหน้าข้อความ,ui.app.boardPlannerReadCant,📋 กระดานวางแผน (อ่านไม่ได้)
I073,📝,U+1F4DD,note,has_svg,languages/k2_en.csv,1053,i18n,นำหน้าข้อความ,ui.app.changeNoteNotMerge,📝 เปลี่ยนเป็นโน้ต (ไม่รวมตอนส่งออก)
I093,▾,U+25BE,chevron-down,has_svg,languages/k2_en.csv,1057,i18n,ท้ายข้อความ,ui.app.chapterFilm2,บทหนัง ▾
I099,✅,U+2705,check-circle,need_svg,languages/k2_en.csv,1069,i18n,นำหน้าข้อความ,ui.app.checkDone,✅ ตรวจแล้ว ▾
I093,▾,U+25BE,chevron-down,has_svg,languages/k2_en.csv,1069,i18n,ท้ายข้อความ,ui.app.checkDone,✅ ตรวจแล้ว ▾
I089,🔄,U+1F504,refresh,need_svg,languages/k2_en.csv,1070,i18n,นำหน้าข้อความ,ui.app.checkNew,🔄 ตรวจใหม่
I140,🧹,U+1F9F9,broom,need_svg,languages/k2_en.csv,1074,i18n,นำหน้าข้อความ,ui.app.clearResult,🧹 ล้างผล
I123,↑,U+2191,arrow-up,need_svg,languages/k2_en.csv,1076,i18n,กลางข้อความ,ui.app.clickPickFormatCtrl,คลิกเลือกรูปแบบ · หรือ Ctrl+↑/↓ สลับ
I124,↓,U+2193,arrow-down,need_svg,languages/k2_en.csv,1076,i18n,กลางข้อความ,ui.app.clickPickFormatCtrl,คลิกเลือกรูปแบบ · หรือ Ctrl+↑/↓ สลับ
I128,▸,U+25B8,chevron-right,has_svg,languages/k2_en.csv,1091,i18n,ท้ายข้อความ,ui.app.color,สี ▸
I082,💬,U+1F4AC,chat,has_svg,languages/k2_en.csv,1092,i18n,นำหน้าข้อความ,ui.app.commentPanel,💬 คอมเมนต์ (แผง)
I121,⇋,U+21CB,swap,need_svg,languages/k2_en.csv,1093,i18n,นำหน้าข้อความ,ui.app.comparePlanOther,⇋ เทียบกับแผนอื่น…
I121,⇋,U+21CB,swap,need_svg,languages/k2_en.csv,1095,i18n,นำหน้าข้อความ,ui.app.compareVersion2,⇋ เทียบเวอร์ชัน
I121,⇋,U+21CB,swap,need_svg,languages/k2_en.csv,1096,i18n,นำหน้าข้อความ,ui.app.compareVersion3,⇋ เทียบเวอร์ชัน…
I212,🛠,U+1F6E0,wrench,need_svg,languages/k2_en.csv,1097,i18n,นำหน้าข้อความ,ui.app.consoleDev,🛠 คอนโซลนักพัฒนา
I069,→,U+2192,,keep_text,languages/k2_en.csv,1100,i18n,กลางข้อความ,ui.app.convertLostItem,{0} → {1} ({2})
I083,📋,U+1F4CB,clipboard,has_svg,languages/k2_en.csv,1104,i18n,นำหน้าข้อความ,ui.app.copyResult,📋 คัดลอกผล
I077,▶,U+25B6,play,need_svg,languages/k2_en.csv,1110,i18n,นำหน้าข้อความ,ui.app.ctrlEnter,▶ รัน (Ctrl+Enter)
I149,ℹ,U+2139,info,need_svg,languages/k2_en.csv,1113,i18n,นำหน้าข้อความ,ui.app.dataSystem,ℹ ข้อมูลระบบ
I075,🗑,U+1F5D1,trash,has_svg,languages/k2_en.csv,1131,i18n,นำหน้าข้อความ,ui.app.delFolder,🗑 ลบโฟลเดอร์
I069,→,U+2192,,keep_text,languages/k2_en.csv,1149,i18n,กลางข้อความ,ui.app.doneOpenBackChapter,"""""{0}"""" ให้แล้ว (เปิดกลับได้ที่ บท → 🔠 ตัวพิมพ์ใหญ่/เล็ก)"
I213,🔠,U+1F520,text-case,need_svg,languages/k2_en.csv,1149,i18n,กลางข้อความ,ui.app.doneOpenBackChapter,"""""{0}"""" ให้แล้ว (เปิดกลับได้ที่ บท → 🔠 ตัวพิมพ์ใหญ่/เล็ก)"
I085,📂,U+1F4C2,folder-open,need_svg,languages/k2_en.csv,1198,i18n,นำหน้าข้อความ,ui.app.findDiskFindOn,📂 หาในดิสก์ (Find on disk)
I069,→,U+2192,,keep_text,languages/k2_en.csv,1199,i18n,กลางข้อความ,ui.app.findRowNotFound,หาแถวไม่เจอ → ซ่อมต้นไม้
I101,🌿,U+1F33F,branch,need_svg,languages/k2_en.csv,1210,i18n,นำหน้าข้อความ,ui.app.graphBreakBranch2,🌿 แผนผังแตกสาย ({0})
I108,📊,U+1F4CA,chart,has_svg,languages/k2_en.csv,1212,i18n,นำหน้าข้อความ,ui.app.graphDialogueNextPage,📊 กราฟบทพูดต่อหน้า
I069,→,U+2192,,keep_text,languages/k2_en.csv,1225,i18n,นำหน้าข้อความ,ui.app.hide,→ ถูกซ่อน!
I122,🕘,U+1F558,history,has_svg,languages/k2_en.csv,1229,i18n,นำหน้าข้อความ,ui.app.history,🕘 ประวัติ
I122,🕘,U+1F558,history,has_svg,languages/k2_en.csv,1231,i18n,นำหน้าข้อความ,ui.app.historyVersion2,🕘 ประวัติเวอร์ชัน…
I080,🖼,U+1F5BC,image,has_svg,languages/k2_en.csv,1256,i18n,นำหน้าข้อความ,ui.app.libraryImage,🖼 คลังรูป ({0})
I080,🖼,U+1F5BC,image,has_svg,languages/k2_en.csv,1257,i18n,นำหน้าข้อความ,ui.app.libraryImage2,🖼 คลังรูปภาพ
I136,⤓,U+2913,download,need_svg,languages/k2_en.csv,1260,i18n,นำหน้าข้อความ,ui.app.lineLatest,⤓ ตามบรรทัดล่าสุด
I158,🕒,U+1F552,time,need_svg,languages/k2_en.csv,1262,i18n,นำหน้าข้อความ,ui.app.lineTime,🕒 เส้นเวลา…
I109,🔒,U+1F512,lock,has_svg,languages/k2_en.csv,1268,i18n,นำหน้าข้อความ,ui.app.lockEditCant,🔒 ล็อกอยู่ (แก้ไม่ได้)
I109,🔒,U+1F512,lock,has_svg,languages/k2_en.csv,1269,i18n,นำหน้าข้อความ,ui.app.lockEditCant2,🔒 ล็อก (แก้ไม่ได้)
I135,🔓,U+1F513,lock-open,has_svg,languages/k2_en.csv,1270,i18n,นำหน้าข้อความ,ui.app.lockScene,🔓 ล็อกฉากนี้
I109,🔒,U+1F512,lock,has_svg,languages/k2_en.csv,1271,i18n,นำหน้าข้อความ,ui.app.lockSceneDoneEdit,🔒 ล็อกฉากแล้ว (แก้ไม่ได้จนปลดล็อก)
I100,📚,U+1F4DA,book-content,has_svg,languages/k2_en.csv,1272,i18n,นำหน้าข้อความ,ui.app.manageBook,📚 จัดการเล่ม…
I106,🗺,U+1F5FA,globe,has_svg,languages/k2_en.csv,1274,i18n,นำหน้าข้อความ,ui.app.map,🗺 แผนที่ ({0})
I106,🗺,U+1F5FA,globe,has_svg,languages/k2_en.csv,1275,i18n,นำหน้าข้อความ,ui.app.map2,🗺 แผนที่…
I106,🗺,U+1F5FA,globe,has_svg,languages/k2_en.csv,1279,i18n,นำหน้าข้อความ,ui.app.mapReadCant,🗺 แผนที่ (อ่านไม่ได้)
I076,📖,U+1F4D6,book-open,has_svg,languages/k2_en.csv,1299,i18n,กลางข้อความ,ui.app.modeReadPressEsc,โหมดอ่าน — กด Esc หรือคลิก 📖 เพื่อออก
I096,↩,U+21A9,return,need_svg,languages/k2_en.csv,1303,i18n,นำหน้าข้อความ,ui.app.moveBackInChapter,↩ ย้ายกลับเข้าบท…
I128,▸,U+25B8,chevron-right,has_svg,languages/k2_en.csv,1306,i18n,ท้ายข้อความ,ui.app.moveChapter,ย้ายไปบท ▸
I073,📝,U+1F4DD,note,has_svg,languages/k2_en.csv,1311,i18n,นำหน้าข้อความ,ui.app.moveOutMEMO,📝 ย้ายออกไปที่ MEMO
I087,➕,U+2795,plus,has_svg,languages/k2_en.csv,1348,i18n,นำหน้าข้อความ,ui.app.newCatNew,➕ สร้างหมวดใหม่
I102,🔗,U+1F517,link,has_svg,languages/k2_en.csv,1374,i18n,นำหน้าข้อความ,ui.app.newRelationBetween,"🔗 สร้างความสัมพันธ์ """"{0}"""" ระหว่าง {1} ↔ {2}"
I115,↔,U+2194,swap,need_svg,languages/k2_en.csv,1374,i18n,กลางข้อความ,ui.app.newRelationBetween,"🔗 สร้างความสัมพันธ์ """"{0}"""" ระหว่าง {1} ↔ {2}"
I263,🎉,U+1F389,,keep_text,languages/k2_en.csv,1385,i18n,ท้ายข้อความ,ui.app.notFoundError,ไม่พบข้อผิดพลาด 🎉
I099,✅,U+2705,check-circle,need_svg,languages/k2_en.csv,1386,i18n,นำหน้าข้อความ,ui.app.notFoundErrorChapter,✅ ไม่พบข้อผิดพลาดในบทนี้
I069,→,U+2192,,keep_text,languages/k2_en.csv,1428,i18n,กลางข้อความ,ui.app.notRememberEditChapter,"ไม่จำ """"{0}"""" อีก (แก้ได้ที่ บท → จัดการ SmartType)"
I181,✚,U+271A,plus-plain,need_svg,languages/k2_en.csv,1429,i18n,กลางข้อความ,ui.app.notRememberFoundNot,ยังไม่จำ (เจอไม่ถึง {0} ครั้ง) — กด ✚ เพื่อจำเลย
I132,⏳,U+23F3,hourglass,need_svg,languages/k2_en.csv,1430,i18n,นำหน้าข้อความ,ui.app.notSave,⏳ ยังไม่บันทึก
I093,▾,U+25BE,chevron-down,has_svg,languages/k2_en.csv,1435,i18n,ท้ายข้อความ,ui.app.novel2,นิยาย ▾
I073,📝,U+1F4DD,note,has_svg,languages/k2_en.csv,1445,i18n,นำหน้าข้อความ,ui.app.open,📝 เปิด
I085,📂,U+1F4C2,folder-open,need_svg,languages/k2_en.csv,1446,i18n,นำหน้าข้อความ,ui.app.openApp,📂 เปิดในโปรแกรม
I121,⇋,U+21CB,swap,need_svg,languages/k2_en.csv,1449,i18n,นำหน้าข้อความ,ui.app.openCompareRight,⇋ เปิดเทียบด้านขวา
I085,📂,U+1F4C2,folder-open,need_svg,languages/k2_en.csv,1452,i18n,นำหน้าข้อความ,ui.app.openFolder,📂 เปิดในโฟลเดอร์
I085,📂,U+1F4C2,folder-open,need_svg,languages/k2_en.csv,1453,i18n,นำหน้าข้อความ,ui.app.openFolderDone,📂 เปิดโฟลเดอร์แล้ว:
I101,🌿,U+1F33F,branch,need_svg,languages/k2_en.csv,1457,i18n,นำหน้าข้อความ,ui.app.openGraphBreakBranch,🌿 เปิดผังแตกสาย
I080,🖼,U+1F5BC,image,has_svg,languages/k2_en.csv,1458,i18n,นำหน้าข้อความ,ui.app.openLibraryImage,🖼 เปิดคลังรูป
I071,📄,U+1F4C4,file,has_svg,languages/k2_en.csv,1461,i18n,นำหน้าข้อความ,ui.app.openMapsJson,📄 เปิด maps.json
I106,🗺,U+1F5FA,globe,has_svg,languages/k2_en.csv,1462,i18n,นำหน้าข้อความ,ui.app.openPanelMap,🗺 เปิดแผงแผนที่
I083,📋,U+1F4CB,clipboard,has_svg,languages/k2_en.csv,1464,i18n,นำหน้าข้อความ,ui.app.openPlanner,📋 เปิด Planner
I085,📂,U+1F4C2,folder-open,need_svg,languages/k2_en.csv,1503,i18n,นำหน้าข้อความ,ui.app.pickFolderTo,📂 เลือกโฟลเดอร์ปลายทาง
I168,☆,U+2606,star-outline,need_svg,languages/k2_en.csv,1508,i18n,นำหน้าข้อความ,ui.app.pinOut,☆ เอาหมุดออก
I117,⭐,U+2B50,star,has_svg,languages/k2_en.csv,1509,i18n,นำหน้าข้อความ,ui.app.pinPin,⭐ ปักหมุด
