id,kind,glyph,unicode,name,svg_file,status,source_or_suggest,nerdfont,code_refs,i18n_refs,test_refs,files,defined_at,note
I063,svg,,,sun,svg/sun.svg,has_svg,Boxicons,,0,0,0,,src/icons.js:55,ไม่พบที่เรียกด้วยชื่อนี้ในซอร์ส (อาจสร้างชื่อแบบไดนามิก)
I064,svg,,,superscript,svg/superscript.svg,has_svg,วาดเอง (alpha.97),U+F12B,1,0,0,renderer/index.html:92,src/icons.js:15,
I065,svg,,,trash,svg/trash.svg,has_svg,Boxicons,U+F1F8,1,0,0,app.js:4738,src/icons.js:60,
I066,svg,,,underline,svg/underline.svg,has_svg,Boxicons,U+F0CD,1,0,0,renderer/index.html:89,src/icons.js:12,
I067,svg,,,user,svg/user.svg,has_svg,Boxicons,U+F007,4,0,0,core.js:456; gallery/album-tags.js:16; relationship-types.js:7; toolbar/fab-config.js:33,src/icons.js:46,
I068,svg,,,x,svg/x.svg,has_svg,Boxicons,U+F057,8,0,0,relationship-types.js:9; wiki.js:452; wiki.js:496; wiki.js:558; wiki.js:654; wiki.js:679; renderer/index.html:25; renderer/index.html:128,src/icons.js:40,path ซ้ำกับ reset
I069,symbol,→,U+2192,,,keep_text,,,33,56,147,ai-analyzer-ui.js; ai/ai-analyze.js; ai/ai-error.js; ai/ai-plot.js; ai/ai-tools.js; app.js; branch-graph.js; branching-ui.js; dialogs.js; dialogue/builder-core.js; languages/k2_en.csv; languages/k2_th.csv; planner/planner-props.js; player-mode.js; plugins/plugin-core.js; starter/starter-wizard.js; timeline-ui.js,,"ส่วนใหญ่อยู่ในประโยค/เส้นทางเมนู (เช่น ""ตั้งค่า → AI"") — ไม่ใช่ไอคอน"
I070,symbol,✕,U+2715,close,svg/close.svg,need_svg,bx:x,,38,9,0,ai/ai-chat-panel.js; app.js; books.js; branching-ui.js; chapters-ui.js; custom-status.js; dialogs.js; dialogue/builder-ui.js; floorplan-ui.js; gallery.js; languages/k2_en.csv; languages/k2_th.csv; panels/panel-layout.js; panels/panel-renderer.js; pdf-ui.js; planner/planner-props.js; read-ui.js; renderer/index.html; roster-ui.js; session-notes.js; starter/starter-richtext.js; toolbar/toolbar-ui.js; tools/thesaurus-ui.js; visual-tags.js; visual/vis-player.js; visual/vis-ui.js,,ปุ่มปิด — ต่างจาก x ที่เป็นวงกลมทึบ
I071,emoji,📄,U+1F4C4,file,svg/file.svg,has_svg,Boxicons,,30,10,0,app.js; branching-ui.js; chapters-ui.js; dashboard.js; export-formats.js; floorplan-ui.js; global-search.js; home-ui.js; languages/k2_en.csv; languages/k2_th.csv; maps-ui.js; planner/planner-data.js; planner/planner-render.js; planner/planner-ui.js; player-choices.js; player-mode.js; quick-open.js; scene-table.js; session-notes.js; timeline-ui.js,,
I072,emoji,❌,U+274C,x,svg/x.svg,has_svg,Boxicons,,28,8,0,ai-analyzer-ui.js; ai-settings.js; ai-summary.js; ai/ai-chat-panel.js; ai/ai-provider-ui.js; ai/ai-ui.js; dialogue/builder-ui.js; gallery/gallery-ai.js; languages/k2_en.csv; languages/k2_th.csv; starter/starter-chat.js; wiki-ui.js,,
I073,emoji,📝,U+1F4DD,note,svg/note.svg,has_svg,Boxicons,,23,12,1,ai/ai-analyze.js; app.js; branching-ui.js; dash-review.js; export-formats.js; home-ui.js; languages/k2_en.csv; languages/k2_th.csv; network.js; planner/planner-data.js; planner/planner-ui.js; scene-table.js; starter/starter-chat.js; starter/starter-scenario.js; timeline-ui.js,,
I074,symbol,⚠,U+26A0,error,svg/error.svg,has_svg,bxs:error,,24,9,0,ai-analyzer-ui.js; ai/ai-chat-panel.js; ai/ai-provider-ui.js; app.js; branching-ui.js; dialogue/dialogue-ui.js; export-blog.js; export-hub.js; gallery.js; home-ui.js; import-sp.js; kanban/kanban-ui.js; languages/k2_en.csv; languages/k2_th.csv; log-core.js; main.js; nav-model.js; sp-validator.js; starter/starter-cast.js,,error ที่มีอยู่ = สามเหลี่ยมเตือน · บางจุดมี U+FE0F ต่อท้าย
I075,emoji,🗑,U+1F5D1,trash,svg/trash.svg,has_svg,Boxicons,,10,22,0,ai-analyzer-ui.js; ai/ai-provider-ui.js; books.js; comments/comment-ui.js; dialogue/builder-ui.js; languages/k2_en.csv; languages/k2_th.csv; maps-ui.js; panels/panel-ui.js; planner/planner-ui.js; record/record-ui.js,,
I076,emoji,📖,U+1F4D6,book-open,svg/book-open.svg,has_svg,Boxicons,,13,12,0,ai-summary.js; ai/ai-session.js; app.js; books.js; home-ui.js; languages/k2_en.csv; languages/k2_th.csv; renderer/index.html; starter/starter-chat.js; starter/starter-export.js; starter/starter-steps-def.js; starter/starter-ui.js,,
I077,symbol,▶,U+25B6,play,svg/play.svg,need_svg,bx:play,,17,8,1,ai/ai-ui.js; branch-graph.js; branching-ui.js; kanban/kanban-ui.js; languages/k2_en.csv; languages/k2_th.csv; network.js; player-mode.js; read-ui.js; starter/starter-chat.js; visual/vis-player.js,,บางจุดมี U+FE0F ต่อท้าย
I078,symbol,●,U+25CF,,,keep_text,,,21,2,5,app.js; books.js; branching-ui.js; languages/k2_en.csv; languages/k2_th.csv; planner/planner-render.js; planner/planner.js; renderer/style.css; roster-ui.js; scene-ops.js; scene-props.js; toolbar/toolbar-ui.js,,จุดสถานะ/ยังไม่บันทึก — ทำด้วย CSS ได้
I079,emoji,🔍,U+1F50D,search,svg/search.svg,has_svg,Boxicons,,6,16,0,ai/ai-session.js; app.js; branching-ui.js; languages/k2_en.csv; languages/k2_th.csv; maps-ui.js; visual-tags.js,,
I080,emoji,🖼,U+1F5BC,image,svg/image.svg,has_svg,bxs:image-alt,,10,12,0,app.js; branching-ui.js; gallery.js; languages/k2_en.csv; languages/k2_th.csv; network.js; planner/planner-data.js; planner/planner-render.js; planner/planner-ui.js; prose-view.js; starter/starter-richtext.js; starter/starter-steps-def.js,,
I081,emoji,🎬,U+1F3AC,film,svg/film.svg,has_svg,Boxicons,,10,10,0,ai/ai-analyze.js; app.js; dialogue/builder-ui.js; export-formats.js; languages/k2_en.csv; languages/k2_th.csv; starter/starter-export.js; visual/vis-ui.js,,
I082,emoji,💬,U+1F4AC,chat,svg/chat.svg,has_svg,bxs:message-rounded-dots,,11,9,0,ai/ai-session.js; ai/ai-ui.js; comments/comment-ui.js; dialogue/builder-ui.js; languages/k2_en.csv; languages/k2_th.csv; nav-model.js; planner/planner-data.js; planner/planner-render.js; planner/planner-ui.js; visual-tags.js,,
I083,emoji,📋,U+1F4CB,clipboard,svg/clipboard.svg,has_svg,bxs:notepad,,9,11,1,ai/ai-session.js; app.js; branching-ui.js; global-search.js; kanban/kanban-ui.js; languages/k2_en.csv; languages/k2_th.csv; planner/planner.js; quick-open.js,,
I084,emoji,📌,U+1F4CC,pin,svg/pin.svg,need_svg,bxs:pin,,9,10,0,floorplan-ui.js; languages/k2_en.csv; languages/k2_th.csv; maps-ui.js; maps.js; network.js; planner/planner-data.js; planner/planner-ui.js; renderer/style.css; session-notes.js,,
I085,emoji,📂,U+1F4C2,folder-open,svg/folder-open.svg,need_svg,bxs:folder-open,,4,14,0,ai-analyzer-ui.js; ai/ai-chat-panel.js; home-ui.js; languages/k2_en.csv; languages/k2_th.csv,,
I086,emoji,✨,U+2728,magic,svg/magic.svg,need_svg,bxs:magic-wand,,7,10,0,ai-synopsis.js; ai/ai-chat-panel.js; ai/ai-world.js; languages/k2_en.csv; languages/k2_th.csv; renderer/index.html; starter/starter-ai.js; starter/starter-ui.js,,
I087,emoji,➕,U+2795,plus,svg/plus.svg,has_svg,bxs:plus-circle,,3,13,3,branching-ui.js; languages/k2_en.csv; languages/k2_th.csv; maps-ui.js,,
I088,emoji,📍,U+1F4CD,map,svg/map.svg,has_svg,Boxicons,,8,7,1,app.js; comments/comment-ui.js; floorplan-ui.js; languages/k2_en.csv; languages/k2_th.csv; maps-ui.js; maps.js; starter/starter-steps-def.js,,map ที่มีอยู่ = หมุดปักแผนที่
I089,emoji,🔄,U+1F504,refresh,svg/refresh.svg,need_svg,bx:refresh,,6,9,0,app.js; branching-ui.js; languages/k2_en.csv; languages/k2_th.csv; network.js; player-mode.js; quick-open.js; wiki-ui.js,,
I090,emoji,📤,U+1F4E4,export,svg/export.svg,need_svg,bx:export,,2,13,0,branching-ui.js; languages/k2_en.csv; languages/k2_th.csv; starter/starter-ui.js,,
I091,symbol,⚙,U+2699,cog,svg/cog.svg,has_svg,Boxicons,,9,5,0,ai-analyzer-ui.js; app.js; branching-ui.js; languages/k2_en.csv; languages/k2_th.csv; starter/starter-model.js; starter/starter-scenario.js,,บางจุดมี U+FE0F ต่อท้าย
I092,emoji,💾,U+1F4BE,save,svg/save.svg,has_svg,Boxicons,,6,7,0,ai-analyzer-ui.js; ai/ai-error.js; ai/ai-provider-ui.js; branching-ui.js; languages/k2_en.csv; languages/k2_th.csv,,
I093,symbol,▾,U+25BE,chevron-down,svg/chevron-down.svg,has_svg,Boxicons,,8,5,0,app.js; languages/k2_en.csv; languages/k2_th.csv; panels/panel-layout.js; planner/planner-ui.js; renderer/index.html; renderer/style.css,,
I094,emoji,📁,U+1F4C1,folder,svg/folder.svg,has_svg,Boxicons,,4,9,0,app.js; home-ui.js; languages/k2_en.csv; languages/k2_th.csv; planner/planner-data.js; planner/planner-ui.js,,
I095,symbol,✎,U+270E,edit,svg/edit.svg,has_svg,Boxicons,,5,8,0,books.js; dialogue/builder-ui.js; languages/k2_en.csv; languages/k2_th.csv; maps-ui.js; nav-model.js; network.js,,
I096,symbol,↩,U+21A9,return,svg/return.svg,need_svg,bx:subdirectory-left,,5,8,0,branch-graph.js; branching-ui.js; comments/comment-ui.js; languages/k2_en.csv; languages/k2_th.csv,,
I097,symbol,✏,U+270F,edit,svg/edit.svg,has_svg,Boxicons,,6,7,0,comments/comment-ui.js; languages/k2_en.csv; languages/k2_th.csv; maps-ui.js; planner/planner-props.js; player-mode.js; record/record-ui.js; starter/starter-scenario.js,,บางจุดมี U+FE0F ต่อท้าย
I098,emoji,🏷,U+1F3F7,tag,svg/tag.svg,need_svg,bx:tag,,3,9,0,ai/ai-chat-panel.js; comments/comment-ui.js; languages/k2_en.csv; languages/k2_th.csv; starter/starter-steps-def.js,,
I099,emoji,✅,U+2705,check-circle,svg/check-circle.svg,need_svg,bxs:check-circle,,3,9,0,ai/ai-chat-panel.js; ai/ai-provider-ui.js; languages/k2_en.csv; languages/k2_th.csv; session-notes.js,,check ที่มีอยู่เป็นรูปโล่ ไม่ใช่ติ๊กในวงกลม
I100,emoji,📚,U+1F4DA,book-content,svg/book-content.svg,has_svg,bxs:book-bookmark,,6,6,0,app.js; languages/k2_en.csv; languages/k2_th.csv; renderer/index.html; starter/starter-cast.js,,
I101,emoji,🌿,U+1F33F,branch,svg/branch.svg,need_svg,bx:git-branch,,4,8,0,app.js; branching-ui.js; languages/k2_en.csv; languages/k2_th.csv; player-mode.js,,
I102,emoji,🔗,U+1F517,link,svg/link.svg,has_svg,Boxicons,,5,6,0,ai/ai-analyze.js; branching-ui.js; languages/k2_en.csv; languages/k2_th.csv; starter/starter-richtext.js; timeline-ui.js,,
I103,symbol,←,U+2190,arrow-left,svg/arrow-left.svg,need_svg,bx:left-arrow-alt,,8,3,0,ai/ai-chat-panel.js; dialogue/builder-ui.js; languages/k2_en.csv; languages/k2_th.csv; planner/planner-props.js; starter/starter-cast.js; starter/starter-chat.js; starter/starter-scenario.js; starter/starter-wizard.js,,
I104,emoji,🤖,U+1F916,bot,svg/bot.svg,has_svg,Boxicons,,2,9,0,ai/ai-chat-panel.js; languages/k2_en.csv; languages/k2_th.csv,,
I105,emoji,🧠,U+1F9E0,brain,svg/brain.svg,has_svg,Boxicons,,4,7,0,ai-analyzer-ui.js; ai/ai-session.js; dialogue/builder-ui.js; languages/k2_en.csv; languages/k2_th.csv; renderer/index.html,,
I106,emoji,🗺,U+1F5FA,globe,svg/globe.svg,has_svg,Boxicons,,6,5,0,app.js; floorplan-ui.js; languages/k2_en.csv; languages/k2_th.csv; main.js; maps-ui.js; network.js,,"ใช้ globe ตามคำสั่ง ""แผนที่"" เดิม"
I107,emoji,📥,U+1F4E5,import,svg/import.svg,need_svg,bx:import,,3,8,0,languages/k2_en.csv; languages/k2_th.csv; network.js; player-mode.js; starter/starter-ui.js,,
I108,emoji,📊,U+1F4CA,chart,svg/chart.svg,has_svg,bxs:bar-chart-square,,2,8,0,ai/ai-analyze.js; app.js; languages/k2_en.csv; languages/k2_th.csv,,
I109,emoji,🔒,U+1F512,lock,svg/lock.svg,has_svg,bx:lock-alt,,5,5,1,app.js; languages/k2_en.csv; languages/k2_th.csv; nav-model.js; planner/planner-ui.js; renderer/style.css; scene-table.js,,
I110,emoji,👤,U+1F464,user,svg/user.svg,has_svg,Boxicons,,8,1,0,ai/ai-analyze.js; app.js; comments/comment-ui.js; languages/k2_en.csv; languages/k2_th.csv; planner/planner-data.js; planner/planner-props.js; planner/planner-ui.js; starter/starter-cast.js,,
I111,emoji,📎,U+1F4CE,paperclip,svg/paperclip.svg,need_svg,bx:paperclip,,8,1,0,ai/ai-chat-panel.js; app.js; languages/k2_en.csv; languages/k2_th.csv; planner/planner-render.js; quick-open.js,,
I112,symbol,✓,U+2713,checkmark,svg/checkmark.svg,need_svg,bx:check,,9,0,1,ai/ai-chat-panel.js; app.js; branching-ui.js; comments/comment-ui.js; dialogue/builder-ui.js,,
I113,emoji,🔖,U+1F516,bookmark,svg/bookmark.svg,has_svg,Boxicons,,9,0,0,app.js; project.js; starter/starter-cast.js; visual-tags.js; wiki-ui.js,,
I114,symbol,▼,U+25BC,chevron-down,svg/chevron-down.svg,has_svg,Boxicons,,8,1,0,app.js; kanban/kanban-ui.js; languages/k2_en.csv; languages/k2_th.csv; network.js; pdf-ui.js; scene-table.js; visual/vis-ui.js,,
I115,symbol,↔,U+2194,swap,svg/swap.svg,need_svg,bx:transfer-alt,,2,7,0,languages/k2_en.csv; languages/k2_th.csv; renderer/index.html; starter/starter-richtext.js,,
I116,emoji,🗂,U+1F5C2,collection,svg/collection.svg,need_svg,bxs:collection,,1,8,0,languages/k2_en.csv; languages/k2_th.csv; planner/planner-render.js,,
I117,emoji,⭐,U+2B50,star,svg/star.svg,has_svg,Boxicons,,4,4,1,ai/ai-analyze.js; app.js; dashboard.js; languages/k2_en.csv; languages/k2_th.csv; scene-table.js,,
I118,symbol,↻,U+21BB,refresh,svg/refresh.svg,need_svg,bx:refresh,,5,3,0,ai/ai-chat-panel.js; app.js; dialogue/builder-ui.js; languages/k2_en.csv; languages/k2_th.csv; network.js; world-story/auto-link-ui.js,,
I119,symbol,⏹,U+23F9,stop,svg/stop.svg,need_svg,bx:stop,,8,0,0,ai-settings.js; ai/ai-chat-panel.js; dialogue/builder-ui.js; starter/starter-ai.js; starter/starter-chat.js,,
I120,symbol,▲,U+25B2,chevron-up,svg/chevron-up.svg,has_svg,bx:chevron-up,,7,1,0,app.js; languages/k2_en.csv; languages/k2_th.csv; maps-ui.js; pdf-ui.js; scene-table.js; visual/vis-ui.js,,
I121,symbol,⇋,U+21CB,swap,svg/swap.svg,need_svg,bx:transfer-alt,,2,6,0,app.js; branching-ui.js; languages/k2_en.csv; languages/k2_th.csv,,
I122,emoji,🕘,U+1F558,history,svg/history.svg,has_svg,Boxicons,,2,6,0,app.js; languages/k2_en.csv; languages/k2_th.csv; renderer/index.html,,
I123,symbol,↑,U+2191,arrow-up,svg/arrow-up.svg,need_svg,bx:up-arrow-alt,,4,4,0,app.js; dialogs.js; languages/k2_en.csv; languages/k2_th.csv; renderer/index.html; toolbar/toolbar-ui.js,,บางจุดเป็นแป้นลัด Ctrl+↑ — คงไว้
I124,symbol,↓,U+2193,arrow-down,svg/arrow-down.svg,need_svg,bx:down-arrow-alt,,3,5,0,app.js; languages/k2_en.csv; languages/k2_th.csv; renderer/index.html; toolbar/toolbar-ui.js,,บางจุดเป็นแป้นลัด Ctrl+↓ — คงไว้
I125,emoji,🏁,U+1F3C1,flag-checkered,svg/flag-checkered.svg,need_svg,bxs:flag-checkered,,8,0,0,branch-graph.js; branching-ui.js; player-mode.js,,
I126,emoji,🎨,U+1F3A8,palette,svg/palette.svg,need_svg,bxs:palette,,3,5,0,branching-ui.js; languages/k2_en.csv; languages/k2_th.csv; maps-ui.js,,
I127,emoji,🎯,U+1F3AF,target,svg/target.svg,need_svg,bx:target-lock,,7,0,1,branching-ui.js; player-choices.js; player-mode.js; starter/starter-steps-def.js,,
I128,symbol,▸,U+25B8,chevron-right,svg/chevron-right.svg,has_svg,Boxicons,,3,4,0,languages/k2_en.csv; languages/k2_th.csv; panels/panel-renderer.js; renderer/style.css,,
I129,emoji,🌐,U+1F310,globe,svg/globe.svg,has_svg,Boxicons,,2,5,0,branching-ui.js; export-formats.js; languages/k2_en.csv; languages/k2_th.csv,,
I130,symbol,▦,U+25A6,grid,svg/grid.svg,has_svg,Boxicons,,3,4,0,home-ui.js; languages/k2_en.csv; languages/k2_th.csv; maps-ui.js; planner/planner-ui.js,,
I131,emoji,📐,U+1F4D0,ruler,svg/ruler.svg,need_svg,bx:ruler,,1,6,0,languages/k2_en.csv; languages/k2_th.csv; network.js,,
I132,emoji,⏳,U+23F3,hourglass,svg/hourglass.svg,need_svg,bx:hourglass,,5,1,0,ai-synopsis.js; ai/ai-chat-panel.js; languages/k2_en.csv; languages/k2_th.csv; renderer/style.css; starter/starter-chat.js,,
I133,symbol,☑,U+2611,checkbox-checked,svg/checkbox-checked.svg,need_svg,bx:checkbox-checked,,6,0,0,ai/ai-chat-panel.js; app.js; panels/panel-ui.js; visual/vis-ui.js,,
I134,symbol,☐,U+2610,checkbox,svg/checkbox.svg,need_svg,bx:checkbox,,6,0,0,ai/ai-chat-panel.js; app.js; panels/panel-ui.js; visual/vis-ui.js,,
I135,emoji,🔓,U+1F513,lock-open,svg/lock-open.svg,has_svg,bx:lock-open-alt,,2,4,0,ai/ai-session.js; languages/k2_en.csv; languages/k2_th.csv; planner/planner-ui.js,,
I136,symbol,⤓,U+2913,download,svg/download.svg,need_svg,bx:download,,3,2,0,ai-analyzer-ui.js; languages/k2_en.csv; languages/k2_th.csv,,
I137,symbol,⤢,U+2922,expand,svg/expand.svg,has_svg,Boxicons,,3,2,0,app.js; branching-ui.js; languages/k2_en.csv; languages/k2_th.csv; read-ui.js,,
I138,symbol,★,U+2605,star,svg/star.svg,has_svg,Boxicons,,5,0,15,app.js; books.js; nav-model.js,,
I139,emoji,👁,U+1F441,eye,svg/eye.svg,has_svg,bx:show,,2,3,1,floorplan-ui.js; languages/k2_en.csv; languages/k2_th.csv; visual/vis-player.js,,
I140,emoji,🧹,U+1F9F9,broom,svg/broom.svg,need_svg,,,1,4,0,branching-ui.js; languages/k2_en.csv; languages/k2_th.csv,,ไม่มีใน Boxicons
I141,emoji,📷,U+1F4F7,camera,svg/camera.svg,has_svg,Boxicons,,2,3,0,branching-ui.js; languages/k2_en.csv; languages/k2_th.csv,,
I142,symbol,⬇,U+2B07,arrow-down,svg/arrow-down.svg,need_svg,bx:down-arrow-alt,,2,3,0,dialogue/builder-ui.js; languages/k2_en.csv; languages/k2_th.csv; planner/planner-ui.js,,บางจุดมี U+FE0F ต่อท้าย
I143,emoji,🎭,U+1F3AD,mask,svg/mask.svg,need_svg,,,0,5,0,languages/k2_en.csv; languages/k2_th.csv,,ไม่มีใน Boxicons
I144,symbol,⚔,U+2694,conflict,svg/conflict.svg,need_svg,,,4,0,1,ai/ai-analyze.js; ai/ai-world.js; visual-tags.js,,ไม่มีใน Boxicons — หาจากชุดอื่น (ดาบไขว้) · บางจุดมี U+FE0F ต่อท้าย
I145,emoji,🔁,U+1F501,repeat,svg/repeat.svg,need_svg,bx:repeat,,4,0,0,ai/ai-analyze.js; branching-ui.js,,
I146,emoji,⚡,U+26A1,zap,svg/zap.svg,need_svg,bxs:zap,,1,3,0,ai/ai-chat-panel.js; languages/k2_en.csv; languages/k2_th.csv,,
I147,emoji,🧩,U+1F9E9,extension,svg/extension.svg,has_svg,bxs:extension,,4,0,0,ai/ai-chat-panel.js; ai/ai-skills.js; branching-ui.js,,
I148,emoji,🛣,U+1F6E3,road,svg/road.svg,need_svg,,,1,3,0,app.js; languages/k2_en.csv; languages/k2_th.csv,,ไม่มีใน Boxicons
I149,symbol,ℹ,U+2139,info,svg/info.svg,need_svg,bx:info-circle,,2,2,0,app.js; languages/k2_en.csv; languages/k2_th.csv; log-core.js,,บางจุดมี U+FE0F ต่อท้าย
I150,symbol,◀,U+25C0,chevron-left,svg/chevron-left.svg,need_svg,bx:chevron-left,,4,0,0,branching-ui.js; player-mode.js; read-ui.js; visual/vis-player.js,,
I151,symbol,⌘,U+2318,,,keep_text,,,2,2,1,core.js; languages/k2_th.csv; main.js,,สัญลักษณ์แป้นพิมพ์
I152,symbol,☰,U+2630,menu,svg/menu.svg,need_svg,bx:menu,,4,0,0,branching-ui.js; home-ui.js; nav-model.js; panels/panel-layout.js,,
I153,emoji,🖥,U+1F5A5,desktop,svg/desktop.svg,need_svg,bx:desktop,,3,1,1,languages/k2_en.csv; languages/k2_th.csv; panels/panel-renderer.js; panels/panel-ui.js,,ปุ่มฉีกแผง (tear-off) — e2e อ้างอีโมจินี้
I154,emoji,💭,U+1F4AD,thought,svg/thought.svg,need_svg,,,2,2,0,dialogue/builder-ui.js; languages/k2_en.csv; languages/k2_th.csv,,ไม่มีใน Boxicons (ลูกโป่งความคิด)
I155,emoji,🚫,U+1F6AB,block,svg/block.svg,need_svg,bx:block,,3,1,0,branching-ui.js; languages/k2_en.csv; languages/k2_th.csv,,
I156,emoji,🧭,U+1F9ED,compass,svg/compass.svg,need_svg,bx:compass,,4,0,0,branching-ui.js; maps-ui.js; starter/starter-scenario.js; starter/starter-steps-def.js,,
I157,symbol,↺,U+21BA,rotate-left,svg/rotate-left.svg,need_svg,bx:rotate-left,,2,2,0,dialogs.js; languages/k2_en.csv; languages/k2_th.csv,,
I158,emoji,🕒,U+1F552,time,svg/time.svg,need_svg,bx:time,,1,3,0,floorplan-ui.js; languages/k2_en.csv; languages/k2_th.csv,,
I159,symbol,⇥,U+21E5,indent,svg/indent.svg,need_svg,bx:right-indent,,3,1,0,languages/k2_en.csv; languages/k2_th.csv; nav-model.js; renderer/index.html; starter/starter-richtext.js,,
I160,emoji,🔤,U+1F524,font,svg/font.svg,need_svg,bx:font,,1,3,0,languages/k2_en.csv; languages/k2_th.csv; network.js,,
I161,emoji,⬛,U+2B1B,square,svg/square.svg,need_svg,bxs:square,,2,2,0,languages/k2_en.csv; languages/k2_th.csv; planner/planner-data.js; planner/planner-ui.js,,
I162,symbol,⬆,U+2B06,arrow-up,svg/arrow-up.svg,need_svg,bx:up-arrow-alt,,1,3,0,languages/k2_en.csv; languages/k2_th.csv; planner/planner-ui.js,,บางจุดมี U+FE0F ต่อท้าย
I163,symbol,⇄,U+21C4,swap,svg/swap.svg,need_svg,bx:transfer-alt,,3,1,0,languages/k2_en.csv; languages/k2_th.csv; planner/planner-ui.js; visual/vis-ui.js,,
I164,emoji,🗒,U+1F5D2,notepad,svg/notepad.svg,need_svg,,,1,3,0,languages/k2_en.csv; languages/k2_th.csv; renderer/index.html,,
I165,emoji,🎮,U+1F3AE,gamepad,svg/gamepad.svg,need_svg,bx:joystick,,0,4,0,languages/k2_en.csv; languages/k2_th.csv,,
I166,symbol,⬒,U+2B12,panel-hide-all,svg/panel-hide-all.svg,need_svg,,,0,4,0,languages/k2_en.csv; languages/k2_th.csv,,
I167,emoji,⏪,U+23EA,rewind,svg/rewind.svg,need_svg,bx:rewind,,2,1,1,app.js; languages/k2_en.csv; languages/k2_th.csv; visual-tags.js,,
I168,symbol,☆,U+2606,star-outline,svg/star-outline.svg,need_svg,bx:star,,1,2,0,app.js; languages/k2_en.csv; languages/k2_th.csv,,
I169,symbol,⤷,U+2937,subdirectory-right,svg/subdirectory-right.svg,need_svg,bx:subdirectory-right,,3,0,0,app.js; branching-ui.js; nav-model.js,,
I170,emoji,🔎,U+1F50E,search,svg/search.svg,has_svg,Boxicons,,1,2,1,branching-ui.js; languages/k2_en.csv; languages/k2_th.csv,,
I171,emoji,💔,U+1F494,heart-broken,svg/heart-broken.svg,need_svg,,,3,0,0,branching-ui.js,,ไม่มีใน Boxicons
I172,symbol,➤,U+27A4,send,svg/send.svg,need_svg,bx:send,,2,1,0,branching-ui.js; languages/k2_en.csv; languages/k2_th.csv; planner/planner-ui.js,,
I173,emoji,📦,U+1F4E6,package,svg/package.svg,need_svg,bx:package,,2,1,0,export-formats.js; floorplan-ui.js; languages/k2_en.csv; languages/k2_th.csv,,
I174,emoji,🧾,U+1F9FE,receipt,svg/receipt.svg,need_svg,bx:receipt,,1,2,0,export-formats.js; languages/k2_en.csv; languages/k2_th.csv,,
I175,emoji,🔊,U+1F50A,volume,svg/volume.svg,need_svg,bx:volume-full,,1,2,0,floorplan-ui.js; languages/k2_en.csv; languages/k2_th.csv,,
I176,symbol,⌗,U+2317,hash,svg/hash.svg,need_svg,bx:hash,,1,2,0,languages/k2_en.csv; languages/k2_th.csv; layout/split-ui.js,,
I177,emoji,🚪,U+1F6AA,door,svg/door.svg,need_svg,bx:door-open,,2,1,0,languages/k2_en.csv; languages/k2_th.csv; maps-ui.js; maps.js,,
I178,emoji,🅃,U+1F143,text-tool,svg/text-tool.svg,need_svg,bx:text,,1,2,0,languages/k2_en.csv; languages/k2_th.csv; planner/planner-ui.js,,
I179,symbol,↳,U+21B3,subdirectory-right,svg/subdirectory-right.svg,need_svg,bx:subdirectory-right,,2,1,0,languages/k2_en.csv; languages/k2_th.csv; starter/starter-chat.js; starter/starter-scenario.js,,
I180,emoji,👥,U+1F465,group,svg/group.svg,need_svg,bx:group,,1,2,0,languages/k2_en.csv; languages/k2_th.csv; starter/starter-steps-def.js,,
I181,symbol,✚,U+271A,plus-plain,svg/plus-plain.svg,need_svg,bx:plus,,0,3,0,languages/k2_en.csv; languages/k2_th.csv,,
I182,emoji,🔥,U+1F525,fire,svg/fire.svg,need_svg,bxs:hot,,0,3,0,languages/k2_en.csv; languages/k2_th.csv,,
I183,symbol,⬓,U+2B13,panel-hide-right,svg/panel-hide-right.svg,need_svg,,,0,3,0,languages/k2_en.csv; languages/k2_th.csv,,
I184,emoji,🕳,U+1F573,plot-hole,svg/plot-hole.svg,need_svg,,,1,1,0,ai/ai-analyze.js; languages/k2_en.csv; languages/k2_th.csv,,ไม่มีใน Boxicons · บางจุดมี U+FE0F ต่อท้าย
I185,symbol,✍,U+270D,pen,svg/pen.svg,need_svg,bxs:pen,,1,1,0,ai/ai-session.js; languages/k2_en.csv; languages/k2_th.csv,,บางจุดมี U+FE0F ต่อท้าย
I186,emoji,💡,U+1F4A1,bulb,svg/bulb.svg,need_svg,bxs:bulb,,2,0,0,ai/ai-ui.js,,
I187,emoji,⛔,U+26D4,block,svg/block.svg,need_svg,bx:block,,2,0,0,app.js; log-core.js,,
I188,emoji,⏩,U+23E9,fast-forward,svg/fast-forward.svg,need_svg,bx:fast-forward,,1,1,1,app.js; languages/k2_en.csv; languages/k2_th.csv,,
I189,emoji,📕,U+1F4D5,file-pdf,svg/file-pdf.svg,need_svg,bxs:file-pdf,,2,0,0,app.js; export-formats.js,,
I190,symbol,⏮,U+23EE,skip-previous,svg/skip-previous.svg,need_svg,bx:skip-previous,,1,1,0,languages/k2_en.csv; languages/k2_th.csv; read-ui.js,,
I191,symbol,➜,U+279C,send,svg/send.svg,need_svg,bx:send,,1,1,0,branching-ui.js; languages/k2_en.csv; languages/k2_th.csv,,
I192,symbol,⌥,U+2325,,,keep_text,,,2,0,0,core.js; main.js,,สัญลักษณ์แป้นพิมพ์
